,CO_CNES,NO_FANTASIA,MUNICIPIO
1345,6746543,CENTRO DE ESPECIALIDADES ODONTOLOGICAS DE DESTERRO,DESTERRO
1346,9682465,UNIDADE BASICA DE SAUDE IV,DESTERRO
1347,7022050,CASA DE SAUDE DR VICTORIO DE OLIVEIRA MEDEIROS,DESTERRO
1348,7031505,NASF NUCLEO DE APOIO A SAUDE DA FAMILIA,DESTERRO
1349,9185186,FARMACIA BASICA DE DESTERRO,DESTERRO
1350,2321432,USF JANETE FONSECA CARNEIRO,DESTERRO
1351,9546537,LABORATORIO DE PROTESE DENTARIA,DESTERRO
1352,7474636,CENTRO DE REABILITACAO EM FISIOTERAPIA DE DESTERRO,DESTERRO
1353,9701184,NASF VISTA SERRANA,VISTA SERRANA
1354,2321092,LABORATORIO MUNICSEVERINO BEZERRA WANDERLEY,VISTA SERRANA
1355,7543212,LABORATORIO DE ANALISE CLINICA DE VISTA SERRANA,VISTA SERRANA
1356,6432549,SECRETARIA MUNICIPAL DE SAUDE DE VISTA SERRANA,VISTA SERRANA
1357,6679188,POSTO DE SAUDE MARIA PROSPERA DE ARAUJO,VISTA SERRANA
1358,2321076,POSTO DE SAUDE AIRTON MONTEIRO DE FARIAS,VISTA SERRANA
1359,2321068,UNIDADE BASICA DE SAUDE MARLUCIA GOMES DE ARAUJO,VISTA SERRANA
1360,2321084,UNIDADE BASICA DE SAUDE FAMILIA TARCIZIO DE MIRANDA BURITI,VISTA SERRANA
1361,9400834,POLO ACADEMIA DA SAUDE DE VISTA SERRANA,VISTA SERRANA
1362,6801498,UNIDADE MUNICIPAL DE VIGILANCIA EM SAUDE,VISTA SERRANA
1363,7452365,LABORATORIO REGIONAL DE PROTESE DENTARIA DE VISTA SERRANA,VISTA SERRANA
1364,7452470,FARMACIA BASICA DE VISTA SERRANA,VISTA SERRANA
1365,9187448,FARMACIA BASICA DE DIAMANTE PB,DIAMANTE
1366,3015823,PROGRAMA DE SAUDE DA FAMILIA DE DIAMANTE PSF I,DIAMANTE
1367,9187456,COORD DE VIGILANCIA AMBIENTAL SANITARIA E EPIDEMIOLOGICA,DIAMANTE
1368,7745206,LABORATORIO DE PROTESE DENTARIA DE DIAMANTE,DIAMANTE
1369,7667388,ACADEMIA DA SAUDE DE DIAMANTE PB,DIAMANTE
1370,7683502,LABORATORIO DE ANALISES CLINICAS DE DIAMANTE PB,DIAMANTE
1371,9201807,CAPS DIAMANTE PB,DIAMANTE
1372,9009795,CENTRO DE ESPECIALIDADES ODONTOLOGICA DE DIAMANTE PB,DIAMANTE
1373,3015831,PROGRAMA DE SAUDE DA FAMILIA II RURAL DE DIAMANTE,DIAMANTE
1374,2592320,PROGRAMA DE SAUDE DA FAMILIA PSF III DIAMANTE,DIAMANTE
1375,6408435,SECRETARIA MUNICIPAL DE SAUDE DE DIAMANTE,DIAMANTE
1376,7374178,SAMU 192 BASICA DE DIAMANTE,DIAMANTE
1377,6323049,CENTRAL DE MARCACAO,DONA INES
1378,6823637,LABORATORIO DE PROTESE DENTARIA DE DONA INES,DONA INES
1379,6221939,PSF IV BREJINHO,DONA INES
1380,3011429,CENTRO DE SAUDE DE DONA INES,DONA INES
1381,2591790,UNIDADE DE SAUDE DA FAMILIAPSF II,DONA INES
1382,9084797,ACADEMIA DE SAUDE DE DONA INES,DONA INES
1383,2591774,PRONTO ATENDIMENTO,DONA INES
1384,6929346,NASF DONA INES,DONA INES
1385,2591782,UNIDADE DE SAUDE DA FAMILIAPSF I,DONA INES
1386,2608383,UNIDADE DE VIGILANCIA SANITARIA DONA INES,DONA INES
1387,6323030,POLICLINICA DE DONA INES,DONA INES
1388,6422357,USF V CENTRO,DONA INES
1389,6411444,SECRETARIA MUNICIPAL DE SAUDE,DONA INES
1390,9385339,SITIO LAGOA DE VARA,DUAS ESTRADAS
1391,6417396,SECRETARIA MUNICIPAL DUAS ESTRADAS,DUAS ESTRADAS
1392,2591766,P SAUDE LAGOA DA MATA PSF II D ESTRADAS,DUAS ESTRADAS
1393,2608391,UNIDADE DE SAUDE DA FAMILIA PSF I DUAS ESTRADAS,DUAS ESTRADAS
1394,6377424,CENTRO ESPECIALIDDE DE DUAS ESTRADAS,DUAS ESTRADAS
1395,7282435,NUCLEO APOIO DUAS ESTRADAS NASF III,DUAS ESTRADAS
1396,9376305,CENTRO DE ESPECIALIDADES JOSE AMARAO DE ARAUJO,EMAS
1397,9787704,NASF EMAS,EMAS
1398,6868762,UNIDADE MUNICIPAL DE VIGILANCIA SANITARIA,EMAS
1399,6575773,LABORATORIO MUNICIPAL DE ANALISES CLINICAS,EMAS
1400,2362066,CENTRO DE SAUDE DE EMAS,EMAS
1401,2321394,UNIDADE DE SAUDE DA FAMILIA DE EMAS,EMAS
1402,7062532,CENTRO DE ESPECIALIDADES JOSE AMARO DE ARAUJO,EMAS
1403,9786511,POLO DE ACADEMIA DA SAUDE DE EMAS,EMAS
1404,115177,LABORATORIO DE PROTESES DENTARIAS,EMAS
1405,9787356,FARMACIA BASICA DE EMAS,EMAS
1406,6469620,SECRETARIA MUNICIPAL DE SAUDE DE EMAS,EMAS
1407,5181437,UBS BOA VISTA MARIA DE JESUS FRANCISCO,ESPERANCA
1408,7999453,ACADEMIA DA SAUDE DIJARBAS BEZERRA CAVALCANTE,ESPERANCA
1409,2322684,POLICLINICA,ESPERANCA
1410,6982662,SAMU 192 UNIDADE DE SUPORTE AVANCADO DE VIDA USA 01,ESPERANCA
1411,6982670,SAMU 192 UNIDADE DE SUPORTE BASICO DE VIDA USB 01,ESPERANCA
1412,3689,UNIDADE DE SAUDE PRISIONAL DE ESPERANCA,ESPERANCA
1413,2597292,UBSF BELA VISTA LUZIA PEREIRA DA SILVA,ESPERANCA
1414,3216942,UBSF BELO JARDIM PE DAMIAO FERREIRA DOS SANTOS,ESPERANCA
1415,2322668,UBSF SAO MIGUEL ANTONIO DIAS DO NASCIMENTO,ESPERANCA
1416,2322609,UBSF LOGRADOURO,ESPERANCA
1417,2597284,UBSF CAMPESTRE MARIA SALOME ALVES TORRES,ESPERANCA
1418,2322587,UBSF SAO FRANCISCO JOSE JOUBERT ALCOFORADO,ESPERANCA
1419,7575076,UNIDADE DE VIGILANCIA DE ZOONOSES DE ESPERANCA,ESPERANCA
1420,6513581,FARMACIA MUNICIPAL DE ESPERANCA,ESPERANCA
1421,2322625,UBS MULATINHA,ESPERANCA
1422,7332718,CLINICA MUNICIPAL DE FISIOTERAPIA DE ESPERANCA,ESPERANCA
1423,6096972,UBS PEDRINHA D AGUA,ESPERANCA
1424,2322641,UBSF MASSABIELLE MARIA VIEIRA DA SILVA,ESPERANCA
1425,2322676,UNIDADE DE VIGILANCIA SANITARIA,ESPERANCA
1426,2597276,UBSF SAO JOSE ELIETE DANTAS DE ALMEIDA SILVA,ESPERANCA
1427,5232821,UBSF CENTRO PSF XI,ESPERANCA
1428,2322595,UBSF PINTADO SEVERINO BENTO DE FARIAS,ESPERANCA
1429,6994946,UNIDADE DE VIGILANCIA AMBIENTAL DE ESPERANCA,ESPERANCA
1430,8004676,UBSF PORTAL FRANCISCO CLAUDIO DE LIMA,ESPERANCA
1431,132829,EQUIPE AMENT1 ESPERANCA,ESPERANCA
1432,2322722,CAPS I DA ESPERANCA,ESPERANCA
1433,2322692,CENTRO DE SAUDE MATERNO INFANTIL,ESPERANCA
1434,2322706,HOSPITAL MUNICIPAL DE ESPERANCA DR MANUEL CABRAL DE ANDRADE,ESPERANCA
1435,5079306,CENTRO DE ESPECIALIDADES ODONTOLOGICAS DE ESPERANCA,ESPERANCA
1436,2322617,UBS RIACHO FUNDO,ESPERANCA
1437,2322633,UBS BENEFICIO,ESPERANCA
1438,3389650,UBS TIMBAUBA,ESPERANCA
1439,6929478,SAMU 192 BASE DESCENTRALIZADA DE ESPERANCA,ESPERANCA
1440,6096832,UBS LAGEDAO,ESPERANCA
1441,5412021,SECRETARIA MUNICIPAL DE SAUDE DE ESPERANCA,ESPERANCA
1442,6373224,LABORATORIO MUNICIPAL DE ESPERANCA,ESPERANCA
1443,3389642,UBS LAGOA DE PEDRA,ESPERANCA
1444,7213247,CENTRAL DE REGULACAO DE ESPERANCA,ESPERANCA
1445,9419624,UBSF JOSE TORRES PSF XII,ESPERANCA
1446,9415408,LAB REGIONAL MUNICIPAL DE PROTESE DENTARIA DE FAGUNDES,FAGUNDES
1447,2341662,POSTO DE SAUDE DO MACACOS,FAGUNDES
1448,2342693,UBSF DO JARDIM,FAGUNDES
1449,2591936,POSTO DE SAUDE MAE JOANA,FAGUNDES
1450,9578439,UBSF DO CENTRO,FAGUNDES
1451,2612593,POSTO DE SAUDE FRANCISCA M DA CONCEICAO,FAGUNDES
1452,3884147,UNIDADE DE VIGILANCIA SANITARIA DE FAGUNDES,FAGUNDES
1453,6427324,SECRETARIA MUNICIPAL DE SAUDE DE FAGUNDES,FAGUNDES
1454,2591952,POLICLINICA MARIA DO CARMO AMORIM NAVARRO,FAGUNDES
1455,2763001,CENTRO DE SAUDE DE FAGUNDES,FAGUNDES
1456,7765975,POSTO DE SAUDE DO CATUCA,FAGUNDES
1457,9822550,CENTRO DE ATENCAO PSICOSSOCIAL DE FAGUNDES,FAGUNDES
1458,9822542,ACADAMIA DE SAUDE NIVALDO PEIXOTO MARTINS,FAGUNDES
1459,2341972,POSTO DE SAUDE NIVALDO MARTINS,FAGUNDES
1460,2591928,UBSF DO TRAPICHE,FAGUNDES
1461,2591944,UBSF BOM SUCESSO,FAGUNDES
1462,6831559,LAB REG DE PROTESE DENTARIA DE FAGUNDES,FAGUNDES
1463,7149832,POSTO DE SAUDE DE LARANGEIRAS,FAGUNDES
1464,9939091,ACADEMIA DA SAUDE DE FREI MARTINHO,FREI MARTINHO
1465,2342820,UNIDADE MISTA DE SAUDE DE FREI MARTINHO,FREI MARTINHO
1466,2364212,LABORATORIO DE ANALISES CLINICAS MANOEL MARCOLINO,FREI MARTINHO
1467,2364239,POSTO DE SAUDE DE QUIXABA,FREI MARTINHO
1468,2605554,UBSF SEVERINA IZAURA DE LIRA,FREI MARTINHO
1469,2364204,POSTO DE SAUDE DE TIMBAUBA DE BAIXO,FREI MARTINHO
1470,2364220,POSTO DE SAUDE VARZEA VERDE,FREI MARTINHO
1471,2364247,POSTO DE SAUDE DE TIMBAUBA DE CIMA,FREI MARTINHO
1472,2605562,POSTO DE SAUDE DE QUINTURARE,FREI MARTINHO
1473,9494065,NASF,FREI MARTINHO
1474,7802196,LABORATORIO DE PROTESES DENTARIAS,FREI MARTINHO
1475,6411657,SECRETARIA MUNICIPAL DE SAUDE,FREI MARTINHO
1476,5006430,UNIDADE MOVEL ODONTOLOGICA LUIZ CARLOS DO O,FREI MARTINHO
1477,9263691,POLICLINICA MUNICIPAL DE SAUDE,GADO BRAVO
1478,9263837,VIGILANCIA EM SAUDE,GADO BRAVO
1479,2607840,ESF ABDIAS ALBUQUERQUE DE FARIAS,GADO BRAVO
1480,7136439,LABORATORIO DE PROTESES DENTARIAS,GADO BRAVO
1481,2605872,ESF JOSE EDVALDO ARAUJO,GADO BRAVO
1482,9263675,LABORATORIO MUNICIPAL DE ANALISES CLINICAS,GADO BRAVO
1483,9263748,FARMACIA BASICA MUNICIPAL,GADO BRAVO
1484,2607859,CENTRO DE SAUDE MADRINHA FELIPA,GADO BRAVO
1485,3702472,ESF MARIA BARBOSA DE MORAIS,GADO BRAVO
1486,6424058,SECRETARIA MUNICIPAL DE SAUDE,GADO BRAVO
1487,3702464,ESF ANTONIO PAULINO DA SILVA,GADO BRAVO
1488,7141777,NASF,GADO BRAVO
1489,9066764,POLICLINICA DO NORDESTE,GUARABIRA
1490,2608405,POSTO DE SAUDE DO MACIEL,GUARABIRA
1491,2334518,POSTO DE SAUDE ROGERIO H S BENEVIDES S QUATI,GUARABIRA
1492,9405151,UBS BAIRRO NOVO II,GUARABIRA
1493,2334615,UBS SAO JOSE DR MILTON DE MOURA RESENDE,GUARABIRA
1494,2334569,UBS NORDESTE I DR OSVALDO AZEVEDO,GUARABIRA
1495,6964370,UPA UNIDADE DE PRONTO ATENDIMENTO DE GUARABIRA,GUARABIRA
1496,2613204,HEMONUCLEO,GUARABIRA
1497,7045026,SERVICO DE ATENDIMENTO MOVEL DE URGENCIA SAMU 192 GUARABIRA,GUARABIRA
1498,2334631,UBS SANTA TEREZINHA DR JOAO SOARES,GUARABIRA
1499,2608421,PSF JUA E NS APARECIDA,GUARABIRA
1500,9933468,NUCLEO DE IST HIVAIDS E HEPATITES VIRAIS,GUARABIRA
1501,3393259,UBS CLOVIS BEZERRA NANA PORPINO,GUARABIRA
1502,3540014,CENTRO DE ATENCAO PSICOSSOCIAL DR LUIZ WYLLIAN AYRES,GUARABIRA
1503,2334739,UBS CACHOEIRA DR ARISTIDES VILLAR,GUARABIRA
1504,3150968,POSTO DE SAUDE NADIEJE MARIA DE ARAUJO SITIO PASSASSUNGA,GUARABIRA
1505,2334623,UBS JUA APARECIDA,GUARABIRA
1506,2334240,UBS PRIMAVERA JOSEFA TOMAZ DE ARRUDA,GUARABIRA
1507,2334593,UBS NORDESTE II FRANCISCO ARAUJO DO NASCIMENTO FILHO,GUARABIRA
1508,2334585,UBS ROSARIO AMORIM DA COSTA ROSARIO,GUARABIRA
1509,5714451,PENITENCIARIA REGIONAL JOAO BOSCO CARNEIRO,GUARABIRA
1510,3747298,UBS ASSIS CHATEAUBRIAND ANSELMO DE ARAUJO ALEXANDRE,GUARABIRA
1511,7335652,LABORATORIO REGIONAL DE PROTESE DENTARIA DE GUARABIRA,GUARABIRA
1512,7331789,NUCLEO DE APAIO A SAUDE DA FAMILIA NASF I,GUARABIRA
1513,7331797,NUCLEO DE APAIO A SAUDE DA FAMILIA NASF II,GUARABIRA
1514,7433948,NUCLEO DE APOIO A SAUDE DA FAMILIA NASF III,GUARABIRA
1515,9068309,CEDMEX CEAF 2 GRS GUARABIRA,GUARABIRA
1516,7089651,POSTO DE SAUDE ANSELMO DE ARAUJO ALEXANDRE ASSIS CHATEAUBR,GUARABIRA
1517,2334682,UBS NORDESTE III,GUARABIRA
1518,2334453,UBS CONTENDAS ANTONIO C BARBOSA,GUARABIRA
1519,2334674,UBS BAIRRO NOVO LUIZ TOLENTINO DE ALUSTAU,GUARABIRA
1520,2334666,UBS PIRPIRI,GUARABIRA
1521,2334577,UBS MUTIRAO IRMA MARIA ALVES DE ALMEIDA,GUARABIRA
1522,3192822,POLICLINICA DR AUGUSTO DE ALMEIDA,GUARABIRA
1523,2603802,COMPLEXO DE SAUDE DO MUNICIPIO DE GUARABIRA,GUARABIRA
1524,2334607,UBS CORDEIRO JOSE NICOLAU PESSOA,GUARABIRA
1525,2334496,UBS TANANDUBA DR ODACI S ROCHA,GUARABIRA
1526,2334380,LABORATORIO DE ANALISES CLINICAS DE GUARABIRA BURITI,GUARABIRA
1527,7721048,POLO ACADEMIA DA SAUDE DE GUARABIRA,GUARABIRA
1528,3794903,UBS NACOES,GUARABIRA
1529,2334550,SECRETARIA MUNICIPAL DE SAUDE DE GUARABIRA,GUARABIRA
1530,2334534,UNIDADE MOVEL MEDICA ODONTOLOGICA,GUARABIRA
1531,3693309,CENTRO DE ESPECIALIDADES ODONTOLOGICAS DR HUGO B DE PAIVA,GUARABIRA
1532,3344401,CENTRO DE VISAO GENIVAL LUCENA,GUARABIRA
1533,3451763,UBS ALTO DA BOA VISTA IRACEMA DA SILVA PONTES,GUARABIRA
1534,6068189,CAPS AD ASCENDINO ANTONIO DA SILVA,GUARABIRA
1535,6550444,BANCO DE LEITE HUMANO MERIJANE CLAUDINO DA SILVA,GUARABIRA
1536,3846946,CENTRO DE REFERENCIA SAUDE DA MULHER E DA CRIANCA,GUARABIRA
1537,3360415,COMPLEXO NEUROFUNCIONAL MARIA MOURA DE AQUINO,GUARABIRA
1538,7485336,SERVICO DE ATENDIMENTO MOVEL DE URGENCIA USB 50 GUARABIRA,GUARABIRA
1539,7487053,SERVICO DE ATENDIMENTO MOVEL DE URGENCIA USB 49 GUARABIRA,GUARABIRA
1540,3693244,FARMACIA POPULAR DO BRASIL,GUARABIRA
1541,7229046,FARMACIA BASICA DO MUNICIPIO DE GUARABIRA,GUARABIRA
1542,7352891,AMIGO DO PEITO DE GUARABIRA,GUARABIRA
1543,2363798,USF II BOA ESPERANCA,GURINHEM
1544,2363828,USF IV RIACHO VERDE,GURINHEM
1545,2812347,DEPARTAMENTO MUN DE VIGILANCIA SANITARIA DE GURINHEM,GURINHEM
1546,2363836,USF III BOQUEIRAO,GURINHEM
1547,2363844,USF V MANECOS,GURINHEM
1548,6972764,SAMU 192 GURINHEM,GURINHEM
1549,3424995,UNIDADE MOVEL DE GURINHEM ARCADA,GURINHEM
1550,2341336,USF I SANTO ANTONIO,GURINHEM
1551,3860043,USF VI CENTRO,GURINHEM
1552,50164,CEO CENTRO ESPECIALIZADO DE ODONTOLOGIA DE GURINHEM,GURINHEM
1553,9151370,LABORATORIO MUNICPAL DE ANALISES CLINICAS DE GURINHEM,GURINHEM
1554,7455771,POLICLINICA DE GURINHEM,GURINHEM
1555,7595220,CAPS I GURINHEM,GURINHEM
1556,6379702,SECRETARIA MUNICIPAL DE SAUDE DE GURINHEM,GURINHEM
1557,7126441,PRONTO ATENDIMENTO DE URGENCIA DE GURINHEM,GURINHEM
1558,7430965,USF VII JARDIM BOA ESPERANCA,GURINHEM
1559,9623485,FARMACIA BASICA MUNICIPAL,GURJAO
1560,7948840,UNIDADE BASICA DE SAUDE ALBERTO VOUBAN BURITY,GURJAO
1561,7713681,NASF,GURJAO
1562,9623493,LABORATORIO MUNICIPAL DE ANALISES CLINICAS,GURJAO
1563,7633335,UNIDADE MISTA DE SAUDE DE GURJAO,GURJAO
1564,7873964,CENTRO DE ESPECIALIDADES ODONTOLOGICAS,GURJAO
1565,2357704,UNIDADE BASICA DE SAUDE BOANERGES DE QUEIROZ ALVES,GURJAO
1566,2592495,UBSF ALBERTO VOUBAN BURITI DE OLIVEIRA,GURJAO
1567,7567464,UBSF INACIO ALVES CALUETE,GURJAO
1568,7876173,ACADEMIA MUNICIPAL DE SAUDE,GURJAO
1569,7713649,LABORATORIO DE PROTESES DENTARIAS,GURJAO
1570,2603640,UNIDADE BASICA DE SAUDE INACIO ALVES CALUETE,GURJAO
1571,6417086,SECRETARIA MUNICIPAL DE SAUDE,GURJAO
1572,7486650,UNIDADE DE VIGILANCIA EM SAUDE,GURJAO
1573,7664605,FARMACIA BASICA DE IBIARA,IBIARA
1574,6890679,SAMU IBIARA PB,IBIARA
1575,7508069,ACADEMIA DA SAUDE DE IBIARA PB,IBIARA
1576,7297769,LABORATORIO DE ANALISES CLINICAS DE IBIARA,IBIARA
1577,7295774,NASF II IBIARA,IBIARA
1578,2363283,POSTO DE SAUDE DE CACHOEIRINHA,IBIARA
1579,2363305,POSTO DE SAUDE DE VARZEA REDONDA,IBIARA
1580,2605341,USF ELIAS BEIJAMIM,IBIARA
1581,2322188,UNIDADE MISTA DE SAUDE PAULO BEZERRA,IBIARA
1582,2605333,USF TEODOMIRO R ALENCAR,IBIARA
1583,7427786,TFD DE IBIARA,IBIARA
1584,6507875,USF III LALUNA BEZERRA,IBIARA
1585,6420303,CENTRAL DE REGULACAO DE SERVICOS DE SAUDE,IBIARA
1586,6416853,SECRETARIA MUNICIPAL DE SAUDE DE IBIARA,IBIARA
1587,7590695,AMIGOS DO PEITO IBIARA PB,IBIARA
1588,7495056,LRPD IBIARA PB,IBIARA
1589,6850715,VIGILANCIA SANITARIA,IBIARA
1590,7853300,COORDENACAO DE EPIDEMIOLOGIA DE IBIARA PB,IBIARA
1591,119393,ESTRATEGIA SAUDE DA FAMILIA II DISTRITO PALMEIRA,IMACULADA
1592,9256032,LABORATORIO DE PROTESE DENTARIA DE IMACULADA PB,IMACULADA
1593,9168192,ACADEMIA DE SAUDE DE IMACULADA,IMACULADA
1594,2604922,ESTRATEGIA SAUDE DA FALIMIA SANTO AGOSTINHO,IMACULADA
1595,6900607,FARMACIA BASICA MUNICIPAL,IMACULADA
1596,3882780,ESTRATEGIA SAUDE DA FAMILIA SAO GONCALO,IMACULADA
1597,2321696,ESTRATEGIA SAUDE DA FAMILIA SANTO ALEIXO,IMACULADA
1598,2321688,ESTRATEGIA SAUDE DA FAMILIA ZONA URBANA,IMACULADA
1599,2321785,ESTRATEGIA SAUDE DA FAMILIA PALMEIRAS,IMACULADA
1600,2321734,POLICLINICA DR RAUL TORRES DANTAS,IMACULADA
1601,3882756,UNIDADE DE VIGILANCIA SANITARIA DE IMACULADA,IMACULADA
1602,6429823,SECRETARIA MUNICIPAL DE SAUDE DE IMACULADA,IMACULADA
1603,7172311,NASF NUCLEO DE APOIO A SAUDE DA FAMILIA,IMACULADA
1604,9601929,USF IX SAO JOSE,INGA
1605,7054939,USF VIII FUTEBOL,INGA
1606,9601732,ACADEMIA DA SAUDE DE INGA,INGA
1607,2608448,USF VI PONTINA,INGA
1608,2364093,USF VII CHA DOS PEREIRAS,INGA
1609,2364115,POSTO DE SAUDE DE RASPADINHA,INGA
1610,2608464,USF IV CENTRAL,INGA
1611,7273908,LABORATORIO M DE ANALISES CLINICAS DE INGA,INGA
1612,7182058,NASF E SAD SERVICO DE ATENCAO DOMICILIAR INGA,INGA
1613,7331908,AMIGO DO PEITO DE INGA,INGA
1614,2608480,USF I BELA VISTA,INGA
1615,2608502,USF V QUIXELO,INGA
1616,9468307,UNIDADE DE PRONTO ATENDIMENTO MARIA DAS MERCES LIRA DA SILVA,INGA
1617,6985661,SAMU 192 UNIDADE MOVEL DE INGA,INGA
1618,2364107,USF II CAZUZINHA,INGA
1619,2608456,MINI POSTO DE RASPADINHA,INGA
1620,2608472,USF III JARDIM FARIAS,INGA
1621,2608499,POLICLINICA ANTONIO DE MIRANDA BURITY,INGA
1622,6379605,SECRETARIA MUNICIPAL DE SAUDE DE INGA,INGA
1623,7179766,CENTRO DE ESPECIALIDADES ODONTOLOGICAS DE INGA,INGA
1624,6225950,CAPS I INGA,INGA
1625,9252061,LABORATORIO DE PROTESES DENTARIAS,ITABAIANA
1626,5104262,UNIDADE DE VIGILANCIA EM SAUDE,ITABAIANA
1627,2608553,UBSF BOTAFOGO,ITABAIANA
1628,49174,SERVICO DE ATENCAO DOMICILIAR,ITABAIANA
1629,3127761,POSTO DE SAUDE DE JUREMINHA,ITABAIANA
1630,7430175,NUCLEO DE APOIO A SAUDE DA FAMILIA NASF I,ITABAIANA
1631,5544963,CENTRO DE ATENCAO PSICOSOCIAL CAPS I,ITABAIANA
1632,3127729,POSTO DE SAUDE DE MENDONCA,ITABAIANA
1633,3127079,UBSF DE GUARITA,ITABAIANA
1634,6389899,POLICLINICA DR AGLAIR DA SILVA,ITABAIANA
1635,9060359,SAMU 192 BASE ITABAIANA USB,ITABAIANA
1636,7123558,SAMU 192 BASE ITABAIANA USA,ITABAIANA
1637,9911650,AMBULATORIO DO PRESIDIO REGIONAL DE ITABAIANA,ITABAIANA
1638,3127869,POSTO DE SAUDE ALTO DA BOA ESPERANCA,ITABAIANA
1639,2363933,UBSF DE BREJINHO,ITABAIANA
1640,2363968,UBSF CAMPO GRANDE,ITABAIANA
1641,2608537,POSTO DE SAUDE MANOEL DE MATOS,ITABAIANA
1642,2608561,UBSF COSTA E SILVA,ITABAIANA
1643,3126803,POSTO DE SAUDE DE MARACAIPE,ITABAIANA
1644,3144410,UBSF PAULO OUVIDIO DE LUCENA,ITABAIANA
1645,9699562,FARMACIA BASICA MUNICIPAL,ITABAIANA
1646,6427685,SECRETARIA MUNICIPAL DE SAUDE,ITABAIANA
1647,6644996,HOSPITAL REGIONAL DE ITABAIANA,ITABAIANA
1648,5048583,CENTRO DE ESPECIALIDADES ODONTOLOGICAS DR AGLAIR DA SILVA,ITABAIANA
1649,2363925,LABORATORIO DE ANALISES CLINICAS DR TANCREDO MARIZ,ITABAIANA
1650,2363941,UBSF ACUDE DAS PEDRAS,ITABAIANA
1651,2364166,UBSF CASA DA MAE POBRE,ITABAIANA
1652,2608529,UBSF SITIO NOVO,ITABAIANA
1653,2608545,UBSF SUBURBANA,ITABAIANA
1654,2604841,UBSF V NOEMIA LOPES DA SILVA,ITAPORANGA
1655,2604868,CENTRO MEDICO DR MANOEL MEDEIROS MAIA ITAPORANGA,ITAPORANGA
1656,2604906,CENTRO DE SAUDE DO MUNICIPIO,ITAPORANGA
1657,2794047,HEMONUCLEO DE ITAPORANGA,ITAPORANGA
1658,6342493,UBSF VI JOAO RUFINO DE SOUSA,ITAPORANGA
1659,9944044,POLO ACADEMIA DA SAUDE III VILA MOCO,ITAPORANGA
1660,2604876,UBSF II DR FRANCISCO N LIMA,ITAPORANGA
1661,2604914,POSTO DE SAUDE DO CANTINHO,ITAPORANGA
1662,3035506,UBSF IV VEREADORA NAZINHA GOMES,ITAPORANGA
1663,7633602,POLO ACADEMIA DE SAUDE I,ITAPORANGA
1664,6449255,CENTRAL DE REGULACAO DE ITAPORANGA,ITAPORANGA
1665,6342590,LABORATORIO DE PROTESE DENTARIA DE ITAPORANGA,ITAPORANGA
1666,2341204,HOSPITAL DISTRITAL DE ITAPORANGA DR JOSE GOMES DA SILVA,ITAPORANGA
1667,3035492,UBSF VII DR ANDRE SOARES DA SILVA FILHO,ITAPORANGA
1668,5277469,CENTRO DE ATENCAO PSICOSSOCIAL I CAPS I,ITAPORANGA
1669,7823231,UBSF X ANTONIO RODRIGUES PITAS,ITAPORANGA
1670,9658432,POLO ACADEMIA DA SAUDE DR JOAQUIM DINIZ,ITAPORANGA
1671,5495474,UBSF I VEREADOR FRANCISCO BIDO DA SILVA,ITAPORANGA
1672,3856038,UBSF VIII MARIA GENILDA MANGUEIRA CABRAL,ITAPORANGA
1673,3856046,UBSF IX RAIMUNDA MENDES BRASIL,ITAPORANGA
1674,2604604,POSTO DE SAUDE DO CARDOSO,ITAPORANGA
1675,2604833,UBSF III DEP BALDUINO MINERVINO DE CARVALHO,ITAPORANGA
1676,6880355,SERVICO DE ATENDIMENTO MOVEL DE URGENCIA 192 ITAPORANGA,ITAPORANGA
1677,7433131,NASF MUNICIPAL DE ITAPORANGA,ITAPORANGA
1678,6416314,SECRETARIA MUNICIPAL DA SAUDE DE ITAPORANGA,ITAPORANGA
1679,7177240,VIGILANCIA SANITARIA MUNICIPAL,ITAPORANGA
1680,7213328,CEO CENTRO DE ESPECIALIDADES ODONTOLOGICAS,ITAPORANGA
1681,7334354,SAMU 192 USA ITAPORANGA,ITAPORANGA
1682,7334389,SAMU 192 USB ITAPORANGA,ITAPORANGA
1683,6426549,SECRETARIA MUNICIPAL DE SAUDE,ITAPOROROCA
1684,2356759,UNIDADE DE SAUDE DA FAMILIA ROSEIRA,ITAPOROROCA
1685,2592711,UNIDADE DE SAUDE DA FAMILIA SAO JOAO,ITAPOROROCA
1686,2597233,UNIDADE DE SAUDE DA FAMILIA CENTRO,ITAPOROROCA
1687,2356554,UNIDADE DE SAUDE DA FAMILIA IPIOCA DE BAIXO,ITAPOROROCA
1688,2356767,UNIDADE DE SAUDE DA FAMILIA CRUZEIRO,ITAPOROROCA
1689,2592738,UNIDADE DE SAUDE DA FAMILIA CIPOAL,ITAPOROROCA
1690,7520514,CENTRO DE ASSISTENCIA INTEGRADA DE SAUDE ITAPOROROCA,ITAPOROROCA
1691,6590713,CENTRO DE FISIOTERAPIA DE ITAPOROROCA,ITAPOROROCA
1692,7536844,UNIDADE BASICA DE SAUDE DO TAMBOR,ITAPOROROCA
1693,7663374,CENTRO DE ATENCAO PSICOSSOCIAL CAPS I,ITAPOROROCA
1694,6880339,VIGILANCIA SANITARIA DE ITAPOROROCA,ITAPOROROCA
1695,6658520,HOSPITAL GERAL DE ITAPOROROCA,ITAPOROROCA
